,business_id,stars,review_count,Nearest_Average_Rating,Nearest_Average_Num_Of_Reviews,is_open
0,Apn5Q_b6Nz61Tq4XzPdf9A,4.0,24,3.736111111111111,6.916666666666667,1
1,AjEbIBw6ZFfln7ePHha9PA,4.5,3,3.9791666666666665,14.220238095238095,0
2,O8S5hYJ1SMc8fA4QBtVujA,4.0,5,2.7,10.0,0
3,6OuOZAok8ikONMS_T3EzXg,2.0,7,3.5303030303030303,24.434343434343436,1
4,8-NRKkPY1UiFXW20WXKiXg,2.5,40,3.4647058823529413,37.09411764705882,1
5,KapTdGyGs7RK0c68Z6hhhg,1.5,12,3.605769230769231,35.520833333333336,0
6,tZnSodhPwNr4bzrwJ1CSbw,4.0,146,3.486842105263158,21.75,0
7,_c3ixq9jYKxhLUB0czi0ug,4.0,277,3.776086956521739,26.278260869565216,1
8,bBUMib8l6Me1ZB1_Qkezkg,3.5,19,3.409090909090909,9.590909090909092,1
9,IbTDLI02Sq50C7B-EWK1sg,2.5,4,3.607142857142857,26.511904761904763,1
10,r89Re4FNgVWHgBfjCVZyVw,3.5,12,3.4615384615384617,16.5,0
11,vJIuDBdu01vCA8y1fwR1OQ,1.5,3,3.803370786516854,30.8876404494382,0
12,gJ5xSt6147gkcZ9Es0WxlA,3.0,5,3.4318181818181817,11.909090909090908,1
13,3ByGQOVgds2YEu6kzl-XEQ,2.5,3,2.9893617021276597,20.340425531914892,1
14,CeuTRtwsq6w5rztGOyNMPg,2.5,14,4.5,6.0,1
15,gsoSAb9t7Ar7Ww6O_3GuOg,3.5,6,3.406929347826087,29.133152173913043,0
16,PMDlKLd0Mxj0ngCpuUmE5Q,3.5,25,3.3783783783783785,12.378378378378379,0
17,6YC6CsXRrmPv_iwfvc9onA,3.0,11,3.9714285714285715,48.214285714285715,1
18,42uRhhQDzbtKrUYoBPXS8A,4.5,102,3.9507042253521125,44.49295774647887,1
19,kgffcoxT6BQp-gJ-UQ7Czw,2.5,13,3.25,13.125,1
20,0jtRI7hVMpQHpUVtUy4ITw,4.0,242,4.5,3.5,1
21,UeyHx5LMFjjI4d-NTYkX9Q,2.5,3,3.4545454545454546,11.863636363636363,1
22,qHF2s8U2yzPLgIOGH_IMBw,4.5,3,3.5,12.5,1
23,AcGRSWCpb7YB95MTsHlGEw,2.0,4,3.3173076923076925,25.28846153846154,1
24,7A6mfqSfG3AG3WZcr45m-Q,2.0,5,3.292207792207792,12.64935064935065,1
25,cKRMmytHxaSt8F0SMEzKqg,3.5,230,2.75,38.166666666666664,1
26,Be7Mwq06nf1eNLblo1ekow,2.5,5,3.4285714285714284,6.285714285714286,1
27,AYL_y8ahquUW0o-cvIyLbg,3.5,85,3.7711864406779663,53.99152542372882,1
28,Aws6VX-PDsZoCw9oHpBMCg,2.0,3,3.680487804878049,32.41463414634146,1
29,JJEx5wIqs9iGGATOagE8Sg,2.0,4,3.673076923076923,9.653846153846153,0
30,f2FfutZhb4F-m1Ob0EdYaw,3.0,110,3.1666666666666665,12.5,1
31,YIez_A3WOt9J2SXN7OMa2Q,4.0,105,3.6465256797583083,29.664652567975832,1
32,j7yI3qYRsbGBUv9rShLCaQ,3.0,28,3.6939655172413794,31.54741379310345,1
33,mr3rQcYBKWu2L6o7qtQ9Wg,4.0,31,3.507936507936508,25.92063492063492,0
34,qfcdMhm1Ff28JHVpHca20g,1.5,18,3.6774193548387095,8.709677419354838,1
35,DqZzBPoiGt_FCTfNwPYwzw,4.5,23,3.4558823529411766,13.911764705882353,1
36,U1xFNmJl4SVmKS1YYkneuA,3.5,17,3.4881889763779528,9.582677165354331,1
37,cuXCQM-9VwpZlSneEY1b3w,3.5,51,3.7708333333333335,15.166666666666666,1
38,Yy5uiC3WI6K4kDHONKh8_g,3.0,6,3.767123287671233,55.93150684931507,1
39,zXRf_6Bs1yX9an_QKpzbHQ,2.0,9,3.852112676056338,29.314553990610328,0
40,F73T-N5lRNL2Gcpg0Q4KKw,4.0,234,2.92,20.36,1
41,SUhBnQdG8MWkmjM6wsnVdw,3.5,28,3.3988326848249026,16.66536964980545,1
42,pnYDtPaVw_xRBHm9y0y4gg,1.5,114,3.7857142857142856,11.66326530612245,1
43,hsWx7ya8jLMhi8ZWX23Thg,2.0,5,3.2,12.666666666666666,1
44,DcyeRzICLrMkrPpJDzjQ6Q,2.0,6,3.443396226415094,22.0188679245283,0
45,RcxVK_OEXv3MccIo0nYMZg,3.5,59,3.017857142857143,26.571428571428573,1
46,WUA2Rhlb43HBw9sT2R0wmg,2.5,94,3.4171122994652405,36.06569900687548,1
47,i2Fd0dl39BZ8nVxBnSPsKg,3.0,38,3.634130146082337,24.147410358565736,1
48,2j5hnwYzS-YLJn6IFqloCw,3.5,4,4.181372549019608,23.676470588235293,0
49,OLg1IeS-QxZgNprQ4Hg9gg,3.5,58,3.4361702127659575,55.829787234042556,1
50,rFeJgbnLxtcdqIpBdhpxtQ,4.0,13,3.340909090909091,15.651515151515152,0
51,s2gjJKptpkmwSXYRtfptZQ,3.5,257,3.742424242424242,31.62121212121212,1
52,zhxnD7J5_sCrKSw5cwI9dQ,1.5,16,3.1645569620253164,17.632911392405063,1
53,c3ukNv4GHicrT6K9G2IW3w,4.0,50,3.25,37.7816091954023,1
54,2kWrSFkIes_d2BMg4YrRtA,2.5,19,3.289189189189189,30.410810810810812,1
55,6llKs7K_tn8ChXcIM-oTvg,4.5,3,3.311797752808989,31.921348314606742,1
56,_T8qy9XAKAFLJdmoLg1Q-g,4.0,121,3.2,21.85,1
57,FI6XxleZ6Z1xJ9BS4zLKgQ,3.5,3,3.6856846473029043,25.603734439834025,1
58,G9nXLXhxqYFRD8kChMsYHg,3.0,12,3.450980392156863,29.333333333333332,1
59,DQiYI7teoXNpsp3oDaJEhA,4.5,9,3.3454545454545452,12.181818181818182,0
60,KSUpHqi0pu-rpouVs-KVdA,4.0,14,4.0,21.095238095238095,1
61,nGuhjKrZjqvB2xodGo7m7Q,2.0,54,3.745614035087719,15.824561403508772,1
62,fIMBFVFYfAo2g6022Q7pjQ,5.0,4,3.272727272727273,6.7272727272727275,1
63,maBe6J_QSeYlAa1YNkAyVA,4.0,147,3.0846153846153848,14.415384615384616,1
64,KoKFVOm09q5LHkHNwFIjIQ,4.0,3,3.576107899807322,22.921001926782274,0
65,vwVoksbTKehDP8ZGUQaVfQ,3.5,25,3.561224489795918,43.993197278911566,1
66,EunTJj_O_AWfrvDEyrP-GA,3.0,7,3.289473684210526,6.473684210526316,0
67,XjbPr3o-YTsticeavLjTEg,2.0,34,3.4115646258503403,26.523809523809526,1
68,8vA1d9_w4hBjOcrM7mNWFg,3.5,28,3.616984402079723,35.70190641247834,1
69,JQOg5iKV-c8e3b6ty8Jjbg,3.0,13,2.7777777777777777,11.444444444444445,1
70,YV9GVfmDSDM7HSV0jVdTOA,3.0,34,3.3449367088607596,50.21518987341772,1
71,AoItX6upESFG_EowRa05eg,4.5,27,3.3333333333333335,11.133333333333333,1
72,9duYfRH4imJbucLiOCqUWw,2.5,3,3.454255319148936,31.93617021276596,0
73,F7OsiFk9aLZtqZczA84xpw,2.0,56,3.6785714285714284,9.642857142857142,1
74,KDujtmsuciIxl3-D-Vn8dQ,2.5,3,3.725,15.63125,1
75,Omn2qqVcTpH9J883EVhQ7g,2.5,16,3.66403162055336,42.944664031620555,0
76,5ZqybrqiTdbANn2yI3B3VA,3.5,22,3.7058823529411766,27.415966386554622,1
77,Gv8u5bX_Kd7HG7jkeF_vWA,3.0,5,3.090909090909091,16.136363636363637,0
78,gwKOawUNlVvt-b38LNgpLw,4.0,4,3.9555555555555557,53.34074074074074,0
79,3YKV1eralyrKQqoWOTJMDA,4.5,12,3.642857142857143,43.628571428571426,1
80,xpqdm0KY-bZHr17MqObj_Q,4.5,27,3.53,16.665454545454544,1
81,XeDLyY2a7nZ3IEY4RYslXA,3.5,446,3.5508474576271185,63.96610169491525,1
82,CcTvk2-unBwmAZmU3PlKww,4.0,33,3.236842105263158,7.473684210526316,1
83,pIzuXtFdkj8fHuzJfYiwqw,4.5,3,3.516317016317016,16.941724941724942,1
84,MDVbJicJvqaO4WGx0vEabQ,3.0,230,2.625,7.3125,1
85,b9xYFHAwEaysVr8dZqM-PQ,4.0,4,3.6882239382239383,31.25096525096525,1
86,nmworFdhhS0VN5h07FvHvQ,4.5,11,3.890322580645161,62.329032258064515,1
87,8HK_pj0_EJUykVAD4zHa5w,3.5,6,3.759469696969697,21.522727272727273,1
88,xxGO2bwU02mip8W_lYjtYA,2.0,5,3.7509505703422055,21.669201520912548,0
89,ZP_1K8uC-YGbdPQ0KfNJog,4.0,24,4.016393442622951,18.852459016393443,1
90,sOkQ2Y1-D8h18oN5NgxuLg,5.0,9,3.3275862068965516,14.71264367816092,1
91,xS5Tg_H9GBEyOTWl9JwhvA,4.0,25,3.024390243902439,46.34146341463415,1
92,YSBOJuLA70d6s1fAWBjbAA,5.0,5,3.3877551020408165,15.938775510204081,1
93,RQOorijTwEMC7G7MizzUAA,4.0,16,3.375,7.025,1
94,4qSb9hR5F4D_dq31FJVj8w,3.0,21,3.364335126825519,33.21752498078401,1
95,GWpKZSrf3kO25vby0Y8NXg,2.5,15,3.0,4.0,1
96,Ksk5cLav4OtbUtpRGp5b4g,4.0,17,3.6677316293929714,57.319488817891376,1
97,A6VyAvF5jNYTK3WivFsJSg,4.5,13,3.625,26.708333333333332,1
98,RBSM11yZ5X-oi_mFULZH_w,2.0,3,3.238095238095238,8.714285714285714,1
99,t4MDNFsoxRgbffHkXtXvOw,4.0,4,3.5,8.555555555555555,1
100,WTNE5vY_YK9iaO_B6yKBNQ,5.0,3,3.4210526315789473,17.473684210526315,1
